,Description,True Label,Top1,Proba Top1,Top2,Proba Top2,Top3,Proba Top3
205514,Eurolux 20 W CFL 3 U E 27 Cool White,8539,3303,0.8225009441375732,9018,0.05801796168088913,9019,0.03308343142271042
112592,WRENCH WHEEL NUT,8204,8204,0.9986050724983215,8607,0.0003361398703418672,8207,0.0002627453359309584
105129,FOX TOWEL RING,7324,8536,0.1308254450559616,8481,0.0731814056634903,7415,0.05606881156563759
13295,EMBE 300 ML / EMBE 500 ML / ENERGY 300 M / SODA 300 ML,2202,2202,0.9657900333404541,2203,0.012424367479979992,2201,0.0077494909055531025
240132,VX COMFORT MAX REG 150 TR GREY,9001,8482,0.38195380568504333,8414,0.08145952969789505,8479,0.04207019880414009
229316,SPINDLE AXLE RHS 11.6 LNG,8708,9027,0.03415100648999214,8421,0.028012748807668686,3822,0.020144160836935043
255529,PRINTER TROLLY METAL,9403,8472,0.9053425192832947,8470,0.09429050981998444,8534,0.00015930039808154106
87831,PROTEA GLASS MUG,7013,6912,0.6043127775192261,6911,0.16045771539211273,7323,0.05240374058485031
188197,AP - 270 MNT - H 2 - AP - 270 SERIES ACCESS - CN,8517,8702,0.5301306247711182,8704,0.28675732016563416,8703,0.09152042120695114
213454,LAND ROVER DISCOVERY 3 TDV 6 2.7,8703,8703,0.9690468311309814,8704,0.02449086122214794,8702,0.00572798540815711
146574,3 ROWS DISC PLOUGH,8432,8432,0.9999217987060547,8433,3.9185739296954125e-05,8427,1.6837011571624316e-05
156319,COMPUTER INDUSTRIAL PARK OFFICE SUPPLY ,8471,8518,0.875665009021759,8527,0.06409712880849838,8504,0.030847517773509026
187390,SMALL JUICER,8516,8429,0.8133043646812439,8431,0.035297099500894547,8433,0.033729203045368195
225078,CAM SUB - ASSY TOE,8708,8708,0.9492118954658508,7007,0.041690897196531296,4016,0.003310054074972868
50697,DOUBLE ROLLER COTTON GINNING MACHINE WITH ACCESSORIES . V . BELTS B 58,4010,9018,0.30749911069869995,7017,0.2691675126552582,9021,0.034862078726291656
131277,HISENSE AC,8415,3304,0.23429980874061584,3307,0.2148733288049698,3305,0.07092180848121643
54288,CLAMP GASKET SEAL STRAIGHT THROUGH CONNECTOR,4016,4016,0.817435085773468,8484,0.05612596869468689,4008,0.0529555082321167
242111, SYRINGE PUMP PERFUSOR COMPACT BATTERY NICD 3.6 V 700 mAh,9018,9018,0.9742760062217712,3006,0.020918412134051323,9021,0.002038582693785429
110166,MATCHETS WITH WOODEN HANLDE M 212 / 18 CROCODILE BRAND,8201,9703,0.19130316376686096,9505,0.1834883987903595,3406,0.12175565212965012
31323,FLAMINGO PROTECTANT POLISH,3405,3405,0.998589813709259,3214,0.00037482092739082873,6405,0.0003678209031932056
133684,278534 A 1 STRAINER FILTER,8421,8421,0.8632727861404419,8422,0.07583051174879074,2710,0.016647303476929665
91803,BOP FLANGE W / T PWT M WITH 6 HAMMER UNION RED,7307,7307,0.9018622636795044,7326,0.03376763314008713,3917,0.030334101989865303
52512,NEW TRUCK TRYES,4011,4011,0.987579882144928,4012,0.009772831574082375,9201,0.0011789696291089058
166682, SET 1094 TIMKEN BEARING INTERIOR AXOR / SET 1094 TIMKEN RULMAN 0 ? AXOR ,8482,8546,0.7389571666717529,8547,0.10764305293560028,8536,0.09338553994894028
217308,USED TOYOTA ALPHARD CHS NO . ANH 10 - 0053367,8703,8421,0.4425325095653534,8481,0.08749557286500931,8716,0.053605563938617706
178835,AC / DC ADAPTER MULTIPLE VOLTAGES,8504,8504,0.9936206936836243,8507,0.0024057456757873297,8536,0.0013282824074849486
64389,GLOBES,4905,7308,0.4046786427497864,7326,0.1878604292869568,7302,0.14699673652648926
93655,ASSORTED WIND RESISTANT COLUMIN,7308,4418,0.3691111207008362,7308,0.26439955830574036,7610,0.12601707875728607
92664,INCREASE THE BEND,7307,7307,0.971233069896698,3917,0.006739822681993246,7303,0.004938133526593447
91105,SS 316 OD 63.5 MM X 1.65 THK PIPE ID 60.2 MM INSIDE POLISH BOTH SIDE TC END,7304,7307,0.3771378695964813,7304,0.3704349398612976,7306,0.19255870580673218
36640,ETHYLENEVINY LACETATE RAW MATERIAL FOR MAKING SHOES MADE BY EVA ,3901,3822,0.4994100034236908,3002,0.1457701027393341,3821,0.07533430308103561
131132,AIR CONDITIONERS SPLIT - SYSTEM ,8415,3924,0.36240649223327637,9616,0.24964573979377747,3401,0.17341174185276031
132834,COOLER ASSEMBLY,8419,3303,0.9411306381225586,3307,0.021169494837522507,3004,0.01161013450473547
46358,MEYLE DRINKING BOTTLE,3924,6911,0.1833910495042801,6912,0.12933792173862457,7013,0.10866228491067886
29218,AMBI PUR FLUSH RIM BLOCK WATERANDMINT,3307,3304,0.28883805871009827,3004,0.14907532930374146,3303,0.09671115130186081
12111,SOURCE TOMATO,2103,2103,0.27369633316993713,0910,0.22976413369178772,2002,0.10612252354621887
47183,B - ROD PE BASED JOINT FILLER WICK 25 CM,3925,8442,0.6899943351745605,3920,0.2021898776292801,3921,0.06532040238380432
23848,PRILLED UREA IN BULK,3102,9019,0.11880696564912796,8421,0.10557703673839569,8419,0.06510115414857864
12292,BATCH CAS TOMATO 1.59 PKT,2104,2103,0.27457576990127563,2104,0.26319295167922974,1901,0.10816781222820282
105559,HI - CHROME STEEL BALLS 25 MM VEGAROCK 15,7325,6911,0.15282852947711945,7323,0.10792506486177444,6912,0.10689401626586914
32280,RAW MATERIAL FOR FLOUR MILLING INDUSTRY - SUMMASE XL 1,3507,3822,0.09656104445457458,9022,0.08768106997013092,9025,0.07630496472120285
121329,SINGLE BRAIDED STAINLESS STEEL HOSE SS 304 WITH BOTH ENDS BSP FEMALE SWIVEL NUT 1 / 4,8307,8517,0.2551591992378235,8536,0.1496446132659912,7415,0.07812149822711945
122008,ELECTRODE - WHITE EA ,8311,8402,0.2992948293685913,8417,0.13319599628448486,8454,0.08856643736362457
17796,SPIRAX S 4 CX BULK,2710,9405,0.4199000895023346,7616,0.1953970491886139,9403,0.06727707386016846
135822,FILTER PMD NON - RETURN,8421,3920,0.3232504725456238,3909,0.14987251162528992,3921,0.14124569296836853
233188,NEW CKD MOTORCYCLE HUONIAO CHS LJEPCJL 08 MA 019994 125 CC YOM 2021,8711,8711,0.9999982118606567,6109,7.103840857780597e-07,8703,6.038998776602966e-07
32755,LOADED USED CARBON,3802,9024,0.07262270897626877,9031,0.062220506370067596,9018,0.03483221307396889
124548,VALVE EX,8409,8483,0.02208896540105343,8536,0.02033672295510769,3602,0.019556332379579544
57133,MENS GIFT - LEATHER & CANVAS PASSPORT COVER,4202,4202,0.2216913253068924,7117,0.1899890899658203,6115,0.1535670906305313
137532,SERVICE KIT ENGINE FIL,8421,4010,0.10133951902389526,8714,0.0874045267701149,8708,0.050050288438797
181397,BATTERY MODULE SP A 67,8507,8504,0.6754263639450073,8507,0.05035636946558952,9403,0.0490255281329155
54039,48815 - 60170 BUSH,4016,4016,0.6712766885757446,4017,0.07395121455192566,8487,0.0499502457678318
219787,USED TOYOTA VITZ CHASSIS No . SCP 905137922,8703,9031,0.33727866411209106,9032,0.3176250457763672,9029,0.07459753751754761
218354,USED TOYOTA IST YEAR 2007 MODEL NCP 61,8703,8703,0.9963114857673645,8704,0.0009969164384528995,8702,0.0009445692412555218
109871,TRAY INSTRUMENTS ALUMINIUM SIZE 1,7616,3402,0.2881380021572113,3401,0.18077503144741058,3304,0.1114182099699974
176797,SPARE PU ELEMENT - SW - F 0190,8484,4009,0.3430713415145874,8412,0.18086746335029602,8487,0.13243049383163452
10917,ASSOURTED MIXED FRUITS JUICE . ,2009,2202,0.5077750086784363,2009,0.3777121305465698,0902,0.021449051797389984
8364,NIK NAKS NICE N SPICY STD,1902,2103,0.5249735713005066,1905,0.1447143405675888,2106,0.1113375648856163
140959,CHAIN BLOCK - VITAL 3 T X 3 MTRS,8425,8544,0.24072186648845673,3002,0.21488939225673676,8536,0.1128152534365654
247258,MINING EQUIPMENT GAUGE PRESSURE 100 mm 400 BAR 6000 PSI PD 23753 CD,9026,9026,0.9950135350227356,9025,0.0023309101816266775,9031,0.0010340490844100714
23784,AGRO CHEMICAL FERTILIZER,3102,7615,0.14570236206054688,7323,0.1055261641740799,3924,0.057768601924180984
227273,KNUCKLE FLANGE SEAL,8708,4016,0.6832774877548218,8484,0.0698632225394249,8487,0.027992039918899536
125444,278615999933 ALTERNATOR ASSY 12 V - 713 / 1615 / 2515,8413,8483,0.26403841376304626,8413,0.1832117736339569,8503,0.15851254761219025
171371,SWIVEL PIN BEARING,8482,7117,0.005039635580033064,4415,0.004526187665760517,7318,0.0044936444610357285
123655,KTM POWER PARTS RACE STYLE BRAKE LEVER GUARD,8409,8431,0.4971131980419159,7320,0.10561226308345795,8474,0.04721349850296974
99043,JALLIE LONG SLOT HEAVY DUTY,7318,8516,0.07297539710998535,9403,0.060699038207530975,8432,0.04731864109635353
209302,Meraki 100 GbE QSFP Cable 0.5 Meter - MA - CBL - 100 G - 50 CM,8544,8518,0.3175807297229767,9402,0.0912008211016655,8543,0.08769429475069046
139058,SPARES FOR TOBACCO MACHINES BOX 100,8422,8207,0.1779884696006775,8466,0.1775444597005844,8422,0.14092093706130981
8968,ORGANI ORGANIC BABY SNACKS TODDLER FOODS BABY RICE STAGE 1 4 TO 6 MONTHS 1 5 100 G,1904,1904,0.593233585357666,1104,0.12880268692970276,0203,0.12596994638442993
164883,OVERFLOW VALVE,8481,1905,0.9988768696784973,2005,0.0005597558920271695,1904,0.0001733239332679659
56326,SAMT GREYLE BLACK,4107,3403,0.173724964261055,2710,0.13376858830451965,8483,0.08091171085834503
238695,Babies pack,8715,9018,0.2405136227607727,3926,0.16203850507736206,9608,0.06879116594791412
246531,TEMP . TRACER LogTag TRID 30 - 7 F display fix batt int . sens,9025,9025,0.8175802230834961,9030,0.067729152739048,8536,0.03233173117041588
220228,USED VEHICLE TOYOTA LAND CRUISER,8703,4010,0.9818968772888184,4203,0.011580919846892357,8507,0.0018409941112622619
189193,FILE 22049345 MIFI ROUTER SAMPLES PI 967,8517,8703,0.09604882448911667,2710,0.06005554273724556,8711,0.05840539559721947
55675,SEAL OIL MANUFACTURER GACO PART NO SM 10012012 TYPE SM INSIDE DIAMETER 100 MM OUTSIDE DIAMETER,4016,4016,0.9897576570510864,8484,0.005302125122398138,8487,0.003195153083652258
153467,GROOVING MACHINE,8462,8431,0.001590478583239019,7318,0.0015610124683007598,8481,0.0015541454777121544
231262,USED STERLING WRECK,8708,9032,0.34070783853530884,9031,0.13837622106075287,9029,0.13307136297225952
252137,GUITAR,9202,9202,0.5213309526443481,9209,0.3852217197418213,9207,0.06620979309082031
125974,DAYLIFF DWXD 15 A 1.1 KW DRAINAGE PUMP,8413,3808,0.4090196490287781,9018,0.14608977735042572,9405,0.09371159970760345
181757,SURFACE INTERFACE 3.6 UN 3481 ,8507,9406,0.833148181438446,7616,0.06417937576770782,7308,0.03790639340877533
18161,CHLORITSAFE - TAB 100 TAB PER BOTTLE ,2801,2847,0.0073351492173969746,2814,0.006439544260501862,2930,0.006173563189804554
122793,SECOND - HAND ENGINE,8408,8412,0.126290962100029,8409,0.1257617026567459,8407,0.12101870775222778
191023,UNIVERSAL BASEBAND PROCESSING UNIT g 1,8517,9021,0.1706559658050537,9018,0.06717245280742645,9013,0.05604233965277672
11199,NESCAFE GOLD BLEND DECAF 100 G,2101,0106,0.17184022068977356,6203,0.11494377255439758,6103,0.09376706928014755
80492,CANVAS SLIP ON,6404,6403,0.11826916038990021,6114,0.11334409564733505,6404,0.078309066593647
188930,FILE 21050378 UKL 40170 / A 14 R 6 A 85176200 0 1 966.42 RADIO UNIT - RAU 2 X 7 / A 14 Serial A 2310 FBYKV,8517,8471,0.2994784712791443,8504,0.26647841930389404,8473,0.09276136755943298
254092,CABINET 42 U,9403,4911,0.6891285181045532,4820,0.0530659481883049,8523,0.05035373568534851
187840,WATER HEATER / IMMERSION,8516,8516,0.9712594747543335,8419,0.014716928824782372,8514,0.004413192626088858
163980,Cock Assy Fuel 16950 - KRH - 901,8481,8504,0.32232365012168884,8544,0.1786266714334488,8536,0.16366137564182281
46072,Formosa Knit Laundry BRONZE,3924,3304,0.18630410730838776,4818,0.1703088879585266,9018,0.07645763456821442
174449,SHAFT 1323 - 08 R 1 / 01 MANUFACTURING OF ROLLING MILL EQUIPMENT ,8483,3824,0.13216310739517212,2905,0.052438076585531235,3809,0.04905085638165474
31323,FLAMINGO PROTECTANT POLISH,3405,3405,0.998589813709259,3214,0.00037482092739082873,6405,0.0003678209031932056
50569,BELT VALVE TIMING,4010,8507,0.1424860656261444,9027,0.07845621556043625,9030,0.06282955408096313
192513,Volkano Mamba Series Bluetooth Speaker,8518,9018,0.9572033882141113,9023,0.02913629822432995,9021,0.006633471697568893
81280,BIKE SAFETY HELMET FOR PERSONAL USE NOT FOR SALE,6506,3302,0.07563658803701401,3301,0.07195285707712173,3402,0.049780718982219696
92825,MILD STEEL ELBOW REDUCER,7307,7307,0.5335318446159363,3917,0.439448744058609,7412,0.016910679638385773
146819,PLOUGH DISC - MODEL 1 LY - 325,8432,8432,0.9997993111610413,8433,0.00011951648048125207,8427,4.8814225010573864e-05
68763,BOYS ENSEMBLES,6103,6114,0.1987464278936386,6211,0.18930184841156006,6204,0.14514248073101044
10246,PRIGLES CHIPS,2004,3822,0.07905635982751846,9027,0.07116514444351196,7017,0.06201459839940071
48892,RUBBER PADS 52 TICK X 101 X 125,4005,4016,0.7239620089530945,4008,0.1291482150554657,4005,0.04106512293219566
117776,HAND SHOVEL,8215,9618,0.4731598198413849,8215,0.10160954296588898,4421,0.06718581169843674
207365,WIRELESS KEYFOB,8543,8527,0.43955135345458984,8521,0.19529002904891968,8519,0.09914704412221909
151128,KNITTING MACHINERY,8447,9029,0.011564468964934349,8708,0.00871528685092926,8443,0.008288426324725151
42072,TAPE 2 100 Y,3919,3919,0.9324005246162415,5906,0.05718283727765083,4811,0.002574964426457882
139294,ASSESSORIES TO WHEEL LOAD SCALES - E 14400.0 DIPOLE ANTENNA 2.4 GHz,8423,8423,0.9456750750541687,8472,0.025019152089953423,9016,0.01179309282451868
236755,LEVER ASSY BRAKE RT,8714,8409,0.8060197830200195,8408,0.11853889375925064,8407,0.025003638118505478
143685,CYLINDER GP STICK,8431,8431,0.8371151089668274,8481,0.047106195241212845,8708,0.013813669793307781
241363,THEODOLITE TDRA 6000,9015,4013,0.08019524812698364,8454,0.05632869154214859,8428,0.049519024789333344
221436,TATA LPT 1109 H EX 2 48 CAB CR BSIII ABS,8704,8704,0.8438018560409546,8707,0.060201194137334824,8716,0.05281054228544235
162346,PLANETARY MONO MILL,8479,8479,0.41534215211868286,8474,0.27047714591026306,8422,0.1448361873626709
239468,USED MIRACLE TRAILER,8716,8716,0.991121768951416,8705,0.003972936421632767,8418,0.0018235507886856794
43456,Alplas 5 LT Bin White,3922,7323,0.40221893787384033,7324,0.11514092236757278,8451,0.07263045758008957
181033,CAMERA BATTERY,8506,8702,0.2812581956386566,8704,0.2466699779033661,8703,0.22094500064849854
131644,TOMBAKE IMPORTED 4 PAN CONVECTION ELECTRIC OVEN 6.00 KW 3 PHASE N & E DOOR LEFT TO RIGHT ,8417,8428,0.14935460686683655,9403,0.13616697490215302,8537,0.13327881693840027
250976,ANALOGUE BASE ABE 7 C PAO 2,9032,9030,0.31318604946136475,9032,0.13059748709201813,9026,0.11047326028347015
250502,OUTPUT BOARD,9031,4819,0.3937664330005646,9403,0.14519812166690826,4810,0.08813609927892685
46212,KHALEEJ PACK CLEAR PET GLASS 12 OZ W / DOME LID,3924,3920,0.32029205560684204,3005,0.29962947964668274,3926,0.22154945135116577
51032,SUPPORTING ROLLETOOTH BELT,4010,3926,0.23556570708751678,3923,0.203973650932312,9018,0.1835232526063919
23145,TRAMADOL HYDROCHLORIDE 50 MG CAPS,3004,3004,0.48238301277160645,3304,0.23974868655204773,3003,0.20503820478916168
225523,CLUTCH SLAVE CYLINDER C . S . C ASSY 31470 - 35130,8708,8708,0.9413946866989136,8483,0.05054064467549324,6813,0.0038234172388911247
164660,LOCK COCK,8481,8504,0.05503026768565178,8536,0.049346838146448135,3004,0.042484235018491745
175508,4623974 KIT - SEAL,8484,8484,0.9232611060142517,4016,0.03562711551785469,8413,0.01577109657227993
247089,GLOBAL MAX 24 L 10 bar PRESSURE KIT,9026,9030,0.4183918237686157,9026,0.30435070395469666,9015,0.07873781770467758
167500,BEARING 23238 MBW 33 C 3 BRAND BW,8482,6506,0.9763157963752747,8414,0.008057236671447754,8713,0.006171125918626785
115146,BUTTON BITS & HAMMER,8207,8207,0.9587941765785217,8205,0.024501224979758263,8467,0.007910794578492641
34720,ANALISYS MATERIAL,3822,3006,0.2491241842508316,3304,0.23194268345832825,3005,0.05554448813199997
165025,POSITIONER VALVE,8481,9025,0.00878443755209446,9031,0.008751807734370232,8422,0.00779724633321166
168517,BEARING 6309 DDUNR * BRAND NSK,8482,9506,0.3774093985557556,9018,0.20105229318141937,8421,0.11913737654685974
5256,BIGG BOSS PINEAPPLE BUBBLE GUM - 12 PKTS X 50 PCS,1704,1704,0.9998853206634521,2007,6.451146327890456e-05,1905,2.1575193386524916e-05
224423,BRAKE BOOSTER,8708,8536,0.1946403980255127,8523,0.05603620409965515,8443,0.055735714733600616
177598,GRUNDFOS 5.5 KW 4 3 PH SUB - MOTOR,8501,3901,0.9489929676055908,8423,0.024836845695972443,3902,0.01595469005405903
235288,ALLOY SPROCKET Z 48 PR 5 2012,8714,8714,0.789997935295105,4012,0.14015278220176697,4011,0.057117804884910583
173535,HYDRAULIC CYLINDER SHAFT,8483,3304,0.06087504327297211,3006,0.05645209550857544,9018,0.03948125243186951
247768,WATER LEVEL METER,9026,9026,0.7902661561965942,9027,0.14503872394561768,9031,0.03926299512386322
85408,SALAD BOWLS,6911,6911,0.4962458908557892,7013,0.2768729627132416,6912,0.11980245262384415
190665,SMARTPHONE,8517,8517,0.7969141602516174,8518,0.08159293234348297,8529,0.06660780310630798
111781,8581 - 26 1 DR . 90 ? L HANDLE 26 650 MML,8204,8442,0.3198390603065491,3215,0.2041456699371338,4805,0.19574804604053497
77879,FLOOR WIPES,6307,6109,0.8130847811698914,0403,0.1260710507631302,0406,0.051832251250743866
91358,PIPE EXHAUST FL 12,7306,3917,0.16552619636058807,7307,0.09520479291677475,7306,0.032604340463876724
117224,Stanley Carpet Knife Blades 1 x Box with 100,8211,3924,0.6925400495529175,8211,0.13619402050971985,8215,0.07840508222579956
167908,BEARING 3 DACF 044 D - 9 GR - AM BRAND KOYO,8482,8425,0.02233649417757988,6804,0.018619762733578682,7319,0.018530579283833504
71221,Baby Pack,6111,6111,0.5706761479377747,6209,0.3358897864818573,8715,0.07617992162704468
261336,IRON MAN FIGURINE,9503,7308,0.047385074198246,7326,0.0433945432305336,7419,0.03888082504272461
207508,1 X 150 MM 2 CU / PVC - 450 / 750 V,8544,8544,0.9903653860092163,7413,0.005069403443485498,3917,0.0010690722847357392
14057,KOPPARBERG SBERRY 10 PACK 330 ML,2203,8212,0.51595139503479,3405,0.1486494243144989,3401,0.057915423065423965
104884,VEGETABLE BASIN 7843,7323,8431,0.7950731515884399,8429,0.17070798575878143,8430,0.004713245201855898
228032,PITMAN ARM,8708,9403,0.11524870991706848,9620,0.07666906714439392,8529,0.04826696217060089
185793,USED WELDING MACHINE IBEL,8515,8536,0.623577892780304,8538,0.08355056494474411,8535,0.0690540298819542
156501,DELL MOBILE PRECISION WORKSTATION 3551 I 7 - 10750 H 32 GB 256 GB WIN 10 4 YR,8471,8471,0.6342225074768066,8517,0.15393264591693878,8473,0.13468018174171448
107868,ALUMINIUM HOLLOW SECTION,7604,9615,0.39786046743392944,7607,0.11608395725488663,6704,0.09312853217124939
18722,CALCIUM CHLORIDE DESICANT DS 2000 HB,2827,3812,0.09627357125282288,3707,0.07836923748254776,8506,0.06975904107093811
133876,AIR DRIER FILTER FOR CAR,8421,8484,0.6109035015106201,8421,0.20271681249141693,4016,0.06098202243447304
54940,OIL SEAL 084926 - SI 7576 HTGL 84 X 117 X 8.5 SI BROWN BRAND LYO,4016,4016,0.9932686686515808,8484,0.003761208150535822,8487,0.0015971068060025573
38065,ARCOL POLYOL F - 3040,3907,7415,0.36964771151542664,7318,0.13463102281093597,7412,0.10224371403455734
174051,PLATE - REACTI,8483,8483,0.06582553684711456,7318,0.06279367208480835,8708,0.059976574033498764
202017,SCHNEIDER CONTACT BLOCK LADN 22 2 C 1725 A TESYS - 38403,8536,8536,0.9802261590957642,8535,0.013203435577452183,8538,0.0041448744013905525
84597,CERAMIC AND PLASTIC SANITARY WARE,6910,8516,0.03496072068810463,8514,0.01998835615813732,9402,0.018580159172415733
199640,EE 600017 SAFETY DEVICE MODULE,8536,8419,0.46766698360443115,9032,0.09069342166185379,8514,0.06468237191438675
230946,USED MAN BACK END ON DISC,8708,8536,0.417505145072937,9031,0.18561474978923798,9032,0.09126321971416473
119272,BRACKET ASSY PUMP WA 500 WHEEL LOADER,8302,8421,0.6606431603431702,8708,0.061436813324689865,4016,0.018603622913360596
173811,MARINE PULLEY ASSEMBLY,8483,8504,0.7582337260246277,8536,0.05520562082529068,8511,0.024071497842669487
129265,CENTRIFUGAL COOLING FAN,8414,8414,0.8391684293746948,8419,0.048750486224889755,8418,0.024647489190101624
80376,SPORT SHOES 2 PAIR COACHES KIT BAG,6403,4202,0.5836535692214966,8715,0.034698329865932465,9618,0.0332927405834198
46259,LARGES COOLERS,3924,6403,0.9612696170806885,6402,0.011682434007525444,6401,0.008939558640122414
156137,Apple I Pad MK 7 M 3 B / A,8471,8471,0.9192654490470886,8523,0.05787977948784828,8470,0.013533315621316433
189390,HYTERA WALKIE TALKIE,8517,3808,0.12299923598766327,2936,0.1101178303360939,3821,0.09099952131509781
218834,USED TOYOTA NOAH X SPECIAL - ED,8703,8716,0.2169686108827591,8703,0.21624396741390228,8421,0.10867323726415634
166800,2481 BALL BEARING,8482,8431,0.11449408531188965,8483,0.07158035784959793,8474,0.06861142069101334
246033,C 111 - 21 DIST . PIECE DIAM . 140 MM HEIGHT 50 MM,9024,4009,0.38539209961891174,8431,0.11402986943721771,8607,0.06703291088342667
218101,USED TOYOTA HARRIER CHS ACU 30 - 0054365,8703,8421,0.34588584303855896,9032,0.14241112768650055,8481,0.07937527447938919
12440,COOPWHOLEHAZELNUTS 100 G,2106,3303,0.7957594394683838,2106,0.13920383155345917,3302,0.018871178850531578
213279,2008 USED NISSAN DUALIS MODEL - DBAKJ 10,8703,8518,0.6103922724723816,8543,0.2612988352775574,8519,0.04752732440829277
23543,BLOOD COLLECTION KITS QFT PROCESSING KIT,3006,9018,0.6236953735351562,3006,0.2396114319562912,3822,0.07004190981388092
15911,PED CIG BEEF 85 P 400 G,2309,7318,0.016451675444841385,7415,0.013970964588224888,7317,0.009503905661404133
196401,CIVIL WORKS FOR ENTIRE AGL INSTALLATION ADDITIONAL EQUIPMENT + ACCESSORIES ,8530,8411,0.24432864785194397,8803,0.09868090599775314,8475,0.07789576053619385
95192,CLAMPS ROPE,7312,5607,0.6787124872207642,5609,0.14888347685337067,4203,0.04576071724295616
244694,Urine containers,9018,8609,0.42385515570640564,9023,0.2489941567182541,9018,0.05188192054629326
18482,AMMONIA CYL 68 KG GAS IN CYLINDERS,2814,2711,0.19267629086971283,2804,0.17628246545791626,7311,0.14167183637619019
228396,REAR SPOILER FOR LC 4700 / 4500 98 - 04 ,8708,8517,0.5412982702255249,9403,0.15036636590957642,8529,0.12947849929332733
143895,EDGE SEGMENT,8431,8431,0.8410691022872925,8483,0.0539456382393837,8412,0.03508808836340904
182093,COVER FOR BLENDER,8509,8509,0.8215751647949219,8438,0.0284905843436718,8460,0.026080342009663582
61041,CTN CARTON,4819,4819,0.9985843896865845,1806,0.0006689976435154676,3923,0.00023307472292799503
222946,USED VEHICLE MITSUBISHI FIGHTER REFRIGERATOR TRUCK,8704,4010,0.3937511444091797,9029,0.2928936779499054,8803,0.05112588405609131
79980,312102 - 110 - WKY ARGYLE WHISKEY TPU SAFETY BOOT,6403,6403,0.9046241641044617,6402,0.045360367745161057,6404,0.03891925513744354
197520,REPAIR OF PCB OTIS REPAIR SERVICE,8534,8203,0.9938307404518127,8205,0.0028047000523656607,8207,0.001242506317794323
159203,LB 5121177655 7650 - 21 - 0027 PRESENTER - R / A S 1 MID ,8473,8473,0.5116724967956543,8471,0.1657010316848755,8443,0.09003348648548126
46423,Microwave Containers - rectangle - 500 ml W / LID KP,3924,7010,0.5690662264823914,7013,0.16322705149650574,3924,0.16203096508979797
44878,PET COMB PLASTIC W / IRON 3 ASST,3923,3926,0.4136514365673065,3923,0.1626306176185608,3924,0.11373604089021683
91490,1 WELDOLET X 8 PIPE SCH 40 ASTM A 105,7307,7307,0.8464178442955017,7412,0.06152701750397682,3917,0.038833409547805786
22130,COMPOUND SODIUM LACTATE INTRAVENOUS INFUSION,3004,6910,0.5020014643669128,7321,0.4275853931903839,3303,0.017046958208084106
149985,HP LASERJET M 428 DW PRINTER,8443,8472,0.8631225824356079,8470,0.13529542088508606,8533,0.0006707535940222442
101425,Split Ring 5 mm / strerling silver / 10 pc,7318,8424,0.6512615084648132,8477,0.13955679535865784,8207,0.05657833442091942
12119,SPAGHETTI SAUCE,2103,1905,0.8565914034843445,1704,0.03486594557762146,2005,0.015050430782139301
30447,CHEMICAL CLEANING PRODUCTS ,3402,9001,0.2191171646118164,9019,0.1848890334367752,9004,0.1282704919576645
72530,RAIN SUIT CHINA,6201,6201,0.724538266658783,3208,0.04674561321735382,6210,0.0435052253305912
134268,AUTOMOTIVE FILTERS 15208 - 65011 BRAND TESON,8421,3506,0.32199209928512573,3214,0.17898023128509521,3505,0.12369832396507263
60031,METALLIZED LINEN AMBOSSED LABEL PAPER TORRAS BASE PAPER,4810,4202,0.9427318572998047,6305,0.01545682642608881,3926,0.011222315020859241
15791,KADU 20 MONTEGO KAROO ADULT CHICKEN & LAMB 20 KG,2309,9017,0.18425874412059784,3926,0.1192844957113266,8523,0.08855919539928436
93770,DECRA MILANO TEXTURED ROSSO 550 1.330 X 0.410 M,7308,9027,0.40223756432533264,9025,0.18415391445159912,3901,0.16610237956047058
222539,USED SUZUKI CARRY TRUCK CHS NO . DA 62 T - 341572,8704,8716,0.28513026237487793,8708,0.20310498774051666,8536,0.10834448039531708
26773,C . HERRERA 2012 VIP ROSE VDP 50 ML,3303,3303,0.7807731628417969,3307,0.19372110068798065,7013,0.008652386255562305
158134,SPS - DVR LT 06 HH INT SAS,8471,8305,0.4129501283168793,8207,0.2562449872493744,8472,0.07472000271081924
216668,USED SUBARU FORESTER CHS NO SH 5 - 040846 YEAR 2009,8703,8703,0.9999544620513916,8704,3.71141177311074e-05,8702,3.8036364458093885e-06
147312,PILLOW BLOCK ,8433,9030,0.15154382586479187,9027,0.1445607990026474,9025,0.1218707486987114
223267,USED CABIN WITHOUT ENGINE FOR MITSUBISHI CANTER,8707,9027,0.32219135761260986,9031,0.2206640988588333,9018,0.0851268544793129
41723,MOBILE ? PHONE ? SCREEN ? PROTECTOR,3919,8517,0.6438612341880798,9404,0.26369860768318176,8518,0.06555388122797012
241963,TAPE MEASURING LENGTH 3 M MATERIAL STEEL WHITE,9017,8536,0.32560139894485474,8535,0.1611553281545639,8204,0.1493789255619049
215688,USED HONDA FREED,8703,9026,0.44041433930397034,8536,0.10221894830465317,9031,0.09082654118537903
38942,STORM GREY TEX PVC 400 MIC X 20 MM,3916,3916,0.9687449932098389,8311,0.026861226186156273,7219,0.0007768306531943381
98604,HELI COIL,7318,8708,0.19196072220802307,8426,0.0892191082239151,8704,0.08773099631071091
103321,COOKING BENCH,7321,3303,0.9097567796707153,3307,0.06992261111736298,3304,0.008901279419660568
